"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_257_6400d75e98afc","90","dias após a data da fatura","12","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_258_6400d75e98b3c","120","dias após a data da fatura","13","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_259_6400d75e98b7b","150","dias após a data da fatura","14","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_260_6400d75e98bbb","180","dias após a data da fatura","15","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_261_6400d75e98bfd","210","dias após a data da fatura","16","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_262_6400d75e98c3c","240","dias após a data da fatura","17","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_263_6400d75e98c7c","270","dias após a data da fatura","18","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_264_6400d75e98cbb","300","dias após a data da fatura","19","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_265_6400d75e98cfb","330","dias após a data da fatura","20","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_266_6400d75e98d3a","360","dias após a data da fatura","21","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_267_6400d75e98d7c","390","dias após a data da fatura","22","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_268_6400d75e98dbc","420","dias após a data da fatura","23","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_269_6400d75e98dfe","450","dias após a data da fatura","24","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_270_6400d75e98e3d","480","dias após a data da fatura","25","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_271_6400d75e98e7d","510","dias após a data da fatura","26","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_272_6400d75e98ebc","540","dias após a data da fatura","27","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_273_6400d75e98efc","570","dias após a data da fatura","28","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_274_6400d75e98f3b","600","dias após a data da fatura","29","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_275_6400d75e98f7b","630","dias após a data da fatura","30","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_276_6400d75e98fba","660","dias após a data da fatura","31","Saldo","0.0"
"__export__.account_payment_term_34_6400d75e98ff7","recorrencia_futura_24x","Recorrência Futura","24","Recorrência futura em 24 meses","0","__export__.account_payment_term_line_277_6400d75e99030","0","dias após a data da fatura","9","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_278_6400d75e9906f","30","dias após a data da fatura","10","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_279_6400d75e990af","60","dias após a data da fatura","11","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_280_6400d75e990ee","90","dias após a data da fatura","12","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_281_6400d75e9912e","120","dias após a data da fatura","13","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_282_6400d75e9916d","150","dias após a data da fatura","14","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_283_6400d75e991ad","180","dias após a data da fatura","15","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_284_6400d75e991ee","210","dias após a data da fatura","16","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_285_6400d75e9922e","240","dias após a data da fatura","17","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_286_6400d75e9926d","270","dias após a data da fatura","18","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_287_6400d75e992ad","300","dias após a data da fatura","19","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_288_6400d75e992ec","330","dias após a data da fatura","20","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_289_6400d75e9932c","360","dias após a data da fatura","21","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_290_6400d75e9936c","390","dias após a data da fatura","22","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_291_6400d75e993ab","420","dias após a data da fatura","23","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_292_6400d75e993ea","450","dias após a data da fatura","24","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_293_6400d75e9942a","480","dias após a data da fatura","25","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_294_6400d75e9946c","510","dias após a data da fatura","26","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_295_6400d75e994ac","540","dias após a data da fatura","27","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_296_6400d75e994eb","570","dias após a data da fatura","28","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_297_6400d75e9952b","600","dias após a data da fatura","29","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_298_6400d75e9956a","630","dias após a data da fatura","30","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_299_6400d75e995aa","660","dias após a data da fatura","31","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_300_6400d75e995eb","690","dias após a data da fatura","32","Saldo","0.0"
"__export__.account_payment_term_35_6400d75e99628","recorrencia_futura_25x","Recorrência Futura","25","Recorrência futura em 25 meses","0","__export__.account_payment_term_line_301_6400d75e99661","0","dias após a data da fatura","9","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_302_6400d75e996a0","30","dias após a data da fatura","10","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_303_6400d75e996e0","60","dias após a data da fatura","11","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_304_6400d75e9971f","90","dias após a data da fatura","12","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_305_6400d75e9975f","120","dias após a data da fatura","13","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_306_6400d75e9979e","150","dias após a data da fatura","14","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_307_6400d75e997de","180","dias após a data da fatura","15","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_308_6400d75e9981d","210","dias após a data da fatura","16","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_309_6400d75e9985d","240","dias após a data da fatura","17","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_310_6400d75e9989c","270","dias após a data da fatura","18","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_311_6400d75e998dc","300","dias após a data da fatura","19","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_312_6400d75e9991b","330","dias após a data da fatura","20","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_313_6400d75e9995a","360","dias após a data da fatura","21","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_314_6400d75e9999a","390","dias após a data da fatura","22","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_315_6400d75e999db","420","dias após a data da fatura","23","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_316_6400d75e99a1b","450","dias após a data da fatura","24","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_317_6400d75e99a5a","480","dias após a data da fatura","25","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_318_6400d75e99a99","510","dias após a data da fatura","26","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_319_6400d75e99ad9","540","dias após a data da fatura","27","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_320_6400d75e99b18","570","dias após a data da fatura","28","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_321_6400d75e99b58","600","dias após a data da fatura","29","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_322_6400d75e99b97","630","dias após a data da fatura","30","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_323_6400d75e99bd7","660","dias após a data da fatura","31","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_324_6400d75e99c16","690","dias após a data da fatura","32","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_325_6400d75e99c56","720","dias após a data da fatura","33","Saldo","0.0"
"__export__.account_payment_term_36_6400d75e99c92","recorrencia_futura_26x","Recorrência Futura","26","Recorrência futura em 26 meses","0","__export__.account_payment_term_line_326_6400d75e99ccb","0","dias após a data da fatura","9","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_327_6400d75e99ce1","30","dias após a data da fatura","10","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_328_6400d75e99d24","60","dias após a data da fatura","11","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_329_6400d75e99d64","90","dias após a data da fatura","12","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_330_6400d75e99da4","120","dias após a data da fatura","13","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_331_6400d75e99de5","150","dias após a data da fatura","14","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_332_6400d75e99e25","180","dias após a data da fatura","15","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_333_6400d75e99e64","210","dias após a data da fatura","16","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_334_6400d75e99ea4","240","dias após a data da fatura","17","Percentual","3.8462"
"","","","","","10","__export__.account_payment_term_line_335_6400d75e99ee3","270","dias após a data da fatura","18","Percentual","3.8462"
